7,8,8,24,27,9,14,19,7,20,20,25,9,14,7,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,10,11,9,17,32,15,11,13,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,8,10,24,15,12,26,19,11,25,25,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,8,10,24,27,9,17,22,18,7,26,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,10,27,17,26,15,21,20,25,19,27,25,17,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,8,11,20,10,13,21,26,26,11,25,10,15,11,20,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,8,12,7,18,18,7,27,12,8,11,24,11,15,26,27,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,13,7,25,4,19,7,20,15,22,27,18,7,26,15,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,13,7,25,17,7,19,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,8,13,11,21,24,10,20,11,26,11,20,32,7,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,14,21,18,10,15,11,20,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,8,17,39,14,18,22,7,27,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,18,7,26,15,21,20,25,17,7,26,14,11,26,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,8,18,7,27,12,19,7,25,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,24,11,9,14,20,27,20,13,25,8,11,18,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,8,25,7,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,8,25,7,27,13,26,24,15,9,14,26,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
